40um,50um,60um,70um,80um,90um,100um,110um,120um,130um,140um,150um,160um,170um,180um,190um,200um,I_no_tumor,I_ref
0.9163923187674,0.9163922656944306,0.9163922493463416,0.9163921906833628,0.9163921454452726,0.9163920371389016,0.9163919054143286,0.9163917205248489,0.9163915313398489,0.9163913482105696,0.9163911268607332,0.916390847337886,0.9163906139011558,0.9163904246996992,0.916389901070251,0.9163894975710148,0.9163892021823808,0.9163924105295308,0.9250260000596353
0.8873458830676516,0.8873458560979052,0.8873457885302688,0.8873457107854901,0.8873456241801398,0.8873455456867344,0.8873454526781523,0.8873453778122734,0.8873452415367583,0.8873451137697634,0.8873450090897386,0.8873449224675706,0.8873447140489839,0.887344395769755,0.8873442988532909,0.8873441996242771,0.887343995012688,0.8873459239715573,0.8957058584174633
0.2102341193231345,0.210234084600802,0.2102340446028934,0.2102339938536581,0.2102339024811996,0.2102338359422902,0.2102337523769629,0.2102336394804169,0.2102334782050417,0.210233293670768,0.2102330891197615,0.2102329062878868,0.2102326718739023,0.2102324409714677,0.2102320774427536,0.2102314941815722,0.2102308463526929,0.2102342074814232,0.21221488282498438
0.0386587063970264,0.0386586667220837,0.0386586221625587,0.0386585708175542,0.0386585216807194,0.0386584633354086,0.0386583987648298,0.0386583554242641,0.0386583046801355,0.0386582540171778,0.0386582154054957,0.0386581734438831,0.0386581156040088,0.0386580058508261,0.0386579126280166,0.0386578348786603,0.0386577131842876,0.0386587896675655,0.03902300495119027
0.3017574546644184,0.3017574072708165,0.3017573764687575,0.3017573367746065,0.3017572776096607,0.3017572140470327,0.3017571649513239,0.3017571200339934,0.3017570516889352,0.301756962482796,0.3017567298433421,0.3017565483147966,0.3017563539140174,0.30175620526269,0.3017559626787752,0.3017556760049842,0.3017551326861124,0.301757466824488,0.30460040842490493
1.0651483097051628,1.065148318743815,1.065148266488598,1.0651481980653177,1.0651480940644071,1.0651480228384005,1.0651478971990098,1.0651477549170052,1.065147552746334,1.0651473595806964,1.065147191611881,1.0651470291149032,1.0651467784311703,1.0651463902996925,1.0651461834353488,1.065145827316848,1.065145722569304,1.0651484032477698,1.0751834646435694
1.111421124284756,1.111421058935964,1.1114209901456442,1.1114209365420658,1.1114209020812649,1.1114208079874872,1.111420702715591,1.1114205566833657,1.111420480698706,1.1114203803731102,1.111420301068912,1.1114201373230488,1.1114199445070758,1.111419786467378,1.11141955501946,1.111419458003139,1.1114192770129925,1.1114211712291375,1.1218921813304954
0.2310262638170971,0.2310262207034623,0.2310261816874502,0.2310261234397019,0.2310260512079795,0.231025956063882,0.2310258735526101,0.2310257674195337,0.2310256072454576,0.2310254216633906,0.2310252196168252,0.231024946490522,0.2310247325106121,0.2310244732478676,0.2310240295811027,0.2310235284022973,0.2310228458883195,0.2310263547749999,0.23320291876095114
0.0054259995786235,0.0054259714999366,0.0054259409317347,0.0054259051375556,0.005425863138179,0.0054258239647837,0.0054257832607842,0.0054257385925159,0.0054257036163976,0.0054256689299952,0.0054256292692761,0.0054255952962084,0.0054255427137685,0.0054254703774128,0.0054253855208525,0.0054252986751729,0.0054252089232741,0.0054260539291165,0.0054771743027177185
0.1850802808452087,0.1850802517291483,0.1850802142615323,0.1850801586284268,0.1850800832822862,0.1850800037840056,0.1850799290596929,0.185079877168941,0.1850797778362852,0.1850795842438678,0.1850794314398779,0.1850792259331874,0.18507905217832,0.1850788534418077,0.1850785745651264,0.1850780827214313,0.1850774846346008,0.1850802984415142,0.18682399176381104
0.7532224107747625,0.7532223890280147,0.7532223652159413,0.7532223037921372,0.7532222343019511,0.7532221415267376,0.7532220513458747,0.753221894655432,0.7532217471975371,0.7532215674111025,0.7532214304057574,0.7532213083348159,0.753221022281263,0.7532206942307402,0.7532204309957219,0.7532203860355079,0.7532201067502764,0.7532224625707657,0.7603187823263591
