I_ref,I_no_tumor,40um,50um,60um,70um,80um,90um,100um,110um,120um,130um,140um,150um,160um,170um,180um,190um,200um,300um,400um,500um,600um,700um,800um,900um,1000um
0.4000079017472507,0.3889118734498525,0.3889102152241651,0.3889122114800306,0.3889160806113794,0.3889204335167756,0.3889242502188136,0.3889271806318877,0.3889280442717983,0.3889296311345672,0.3889320525053255,0.3889393981497395,0.3889469523899379,0.3889474493099545,0.3889489386791256,0.3889525293468508,0.3889687260012821,0.3889761441892937,0.3889792366670733,0.3890160210474057,0.3890220091677747,0.3890341358845754,0.3888917786367342,0.388546139887385,0.3882747093437695,0.3883498039655071,0.38776019394536243
0.2323385839304836,0.2258936224918598,0.2258913513236826,0.2258891418729316,0.2258873448541416,0.225885889369594,0.2258862014318536,0.2258853166922266,0.2258861347903949,0.2258884219602775,0.2258912291900674,0.2258884771930743,0.2258882123013236,0.2258886441027229,0.2258857514482072,0.2258851176081665,0.2258806711552648,0.2258755995374783,0.2258701997238163,0.2258411466338171,0.2258571876528417,0.22598379781745,0.2260588950136288,0.2260700703384002,0.226280212741902,0.2258547637972997,0.22619158654104113
0.987074308142132,0.9596933378988192,0.9596987223209936,0.9597001436360676,0.9597005576573095,0.9596994852049144,0.9597023243091152,0.9597052805754616,0.9597078246857956,0.9597076320569752,0.959710200164679,0.9597141907144932,0.9597122463999376,0.9597121387788512,0.9597121726010456,0.9597090392006196,0.9597056148717392,0.9597040587055874,0.9597035460156093,0.9596910130120996,0.9596809320070742,0.9595616086504712,0.959539648024942,0.9595163419032882,0.9589272247833718,0.9587805553952244,0.9589000925806818
0.4034065899362104,0.3922162836503792,0.3922152498045264,0.3922160109534059,0.3922170701767837,0.3922183882482195,0.3922184088194491,0.3922172338964259,0.3922143848858849,0.3922111464347855,0.3922092059197453,0.3922082649005314,0.3922091576716233,0.3922051072972501,0.3922039399372151,0.3922061109561932,0.3922073914053118,0.3922106891361182,0.3922139915687668,0.392214403157459,0.3922568681164381,0.392286496158865,0.39228219102951,0.3923682911649955,0.3927089261485249,0.3930053019933027,0.3921669931910962
0.6130364627526494,0.596031123837104,0.5960157900298801,0.5960077912163516,0.5960018809692773,0.5959969875693651,0.5959938169924613,0.5959914788705154,0.5959922690545316,0.5959924399166864,0.5959934356998514,0.5959946087923338,0.5959980554714144,0.5959980746792103,0.5959916795861274,0.595986522743751,0.5959893443449881,0.5959914500460918,0.5959894767017146,0.5960247158270061,0.5960232236093929,0.5960047388978559,0.5961355890771701,0.59610159860866,0.59628132651,0.5962867825174943,0.5971834664266672
0.913894936425747,0.8885439270300265,0.888558257604703,0.8885649550381756,0.8885721854424794,0.888580642229407,0.8885819269111708,0.8885826142898563,0.8885829509684736,0.8885818963855521,0.8885737111895294,0.8885720217450853,0.8885683699902583,0.8885697846074454,0.8885792802892675,0.8885871170326973,0.8885954805405198,0.8886011636897897,0.8886091659245262,0.8886540720511102,0.8886940637901425,0.8887213318093155,0.8885243089494648,0.888432460180876,0.8882042565347108,0.8889242177160455,0.8877497432091609
0.5656248688323177,0.549934704905747,0.5499338974119288,0.5499350228595387,0.549934354849344,0.5499316001898675,0.5499309711462605,0.5499328032241868,0.5499336143300833,0.5499377956444824,0.5499454862194247,0.5499454928268388,0.5499479951166247,0.5499532092687841,0.5499554725196836,0.5499578353643992,0.5499550411768314,0.5499519271658937,0.5499512126386593,0.549904922060127,0.5498493297857364,0.5498113724751393,0.5497228043478851,0.5496490226228945,0.549751535928958,0.5487555779358231,0.5497681008396678
0.3684797203459565,0.3582582687542935,0.3582569398553183,0.3582568995068834,0.358256639892555,0.3582559177048581,0.3582573360330566,0.3582579361754938,0.3582589529060085,0.3582594829954542,0.3582581725752663,0.35825867219004,0.3582576751680835,0.3582528585091675,0.3582501363551097,0.3582474451431415,0.3582398734297611,0.3582347989536252,0.3582314268134445,0.3582248351121699,0.3582251776831283,0.3582488344968649,0.3583535038967263,0.358534478623524,0.3585216432170802,0.3586642194264826,0.35876195357648405
0.0251007427358241,0.0244044601112096,0.0244078474655992,0.0244084990541173,0.0244082109468396,0.0244084559249797,0.0244085307129659,0.0244073308149686,0.0244055409909647,0.0244045725509543,0.0244037044721394,0.0244014076150381,0.0244001281499504,0.024398938360583,0.024396547539286,0.0243943923605882,0.0243937946330937,0.0243939492231557,0.0243940978860792,0.0243750999416878,0.0243724221631055,0.0243487588804565,0.0243546876414066,0.024289693719228,0.0242300849709802,0.0241025770109796,0.024195430775396636
0.1138196103146664,0.1106623086430155,0.110666272701545,0.1106705014973428,0.1106752237166588,0.1106801726407076,0.1106845925075615,0.1106888679965161,0.1106968977125692,0.1107038782470977,0.1107127921074422,0.1107170821959681,0.1107194193914444,0.1107202418568804,0.1107259262024427,0.1107274714156901,0.1107305487274278,0.1107335164714749,0.1107419012696994,0.1107963457208436,0.1108191705879936,0.110846669764009,0.1109754297101331,0.1109459595959847,0.110916414842202,0.110927329081077,0.11080157389207605
0.6846004890419944,0.6656099981899642,0.6656094624279573,0.6656023970894779,0.6655988413826449,0.6655979229014635,0.6655945623199433,0.6655925721839122,0.6655873863006915,0.6655757695161558,0.6655637076415616,0.6655586547349891,0.6655519277875009,0.6655471143827038,0.6655436878693535,0.6655426958995554,0.6655421453664662,0.665540517076867,0.6655261548484145,0.665393802135825,0.6653757938778501,0.6654953329773861,0.6654318199866123,0.6655755961921858,0.6657823437862929,0.6669995338841916,0.6654930161645243
1.202225790828099,1.168876621132181,1.168875357692583,1.168878675969925,1.168879774406884,1.1688799989054333,1.1688793758067777,1.1688792724867378,1.1688777855618389,1.168881849978567,1.1688868423162129,1.1688859041943735,1.168888389873755,1.1688951209254714,1.1688932423161935,1.1688923542762162,1.1688968540105358,1.1689017087910432,1.1689109971146834,1.1690633008505802,1.1691049200269985,1.1688595071374763,1.16875242326065,1.1686119742752754,1.1688783322472402,1.1681435897111436,1.1701099489808169
0.3942314759713795,0.3832956829682192,0.3832938505010479,0.3832933322251004,0.3832935843866203,0.3832924021216453,0.3832938613777243,0.3832945995212389,0.383295958190545,0.383298143395297,0.383300407141761,0.3833035992823849,0.3833051975712571,0.3833050337786539,0.3833066724153375,0.3833059252153821,0.3833015952865521,0.3832977732728737,0.3832942642731569,0.3832564174908321,0.383227101280757,0.3833616600022506,0.3834825726426129,0.3836262580239928,0.3832179680989589,0.3828161681305996,0.3822844202583368
0.0397133947762282,0.0386117641576681,0.0386126262973151,0.0386115717429279,0.0386095770643629,0.0386075125262219,0.0386041757357127,0.0386018550155059,0.0386003452159566,0.0385971540521462,0.0385941086622933,0.0385930453572477,0.03859164018921,0.0385897201245363,0.0385896592264137,0.0385892349700037,0.0385889217034925,0.0385869979342368,0.0385833054852585,0.0385544069818002,0.0385703541816977,0.0385387898695562,0.0384728264839567,0.0383691404749378,0.0383259710688577,0.038177574462366,0.03823747979059002
0.1356207554678455,0.1318587004338674,0.1318586345292414,0.1318575033559822,0.1318540973031501,0.1318532017608832,0.1318530770357201,0.1318533366558584,0.1318524714712793,0.1318499126468362,0.1318453877796151,0.1318413115436089,0.1318401336056828,0.1318356950935968,0.1318307291153239,0.1318262988018761,0.1318289835640169,0.1318271776863336,0.1318242916758804,0.131809467954107,0.1317394675613004,0.131706126564117,0.1316893413750519,0.1315902698701228,0.1313243233923317,0.1312091247804917,0.1309367154718419
0.8205602500586197,0.7977983003203373,0.7978026032776132,0.7978019241213334,0.7978059850970867,0.7978067557027088,0.7978081001859431,0.7978096808152959,0.7978152893268234,0.7978208032035936,0.797827638969551,0.7978347867986383,0.7978371623805427,0.7978360441381999,0.7978374917678295,0.797839413514503,0.7978279251274456,0.7978185485576684,0.7978092920417091,0.7977583165365799,0.7976722896543387,0.7976974724052271,0.7977385603963987,0.797916203076848,0.798336632379431,0.798865249600154,0.7977818970296141
1.1650462197434286,1.1327283936061174,1.1327270161671263,1.132730694428817,1.132729283330217,1.1327288553656998,1.1327269654591616,1.1327221593716714,1.1327105944153155,1.1327049331903316,1.1326984708165455,1.1326877585067878,1.1326822682640316,1.1326838430779242,1.1326788308813338,1.1326750613439616,1.1326762619292063,1.1326814446053557,1.1326887387385405,1.1327506483696803,1.1328932434975634,1.1328996467253791,1.1329917614006244,1.1330045678959386,1.1332230240993508,1.1335845553410666,1.1357290024699465
0.3511188202762655,0.3413789517673258,0.3413745901552205,0.3413741019338214,0.3413749883394976,0.3413745901695338,0.3413754905630498,0.3413783836823165,0.3413845249758938,0.341387366761551,0.3413893505915565,0.3413941057969076,0.3413975934016459,0.3413970133102794,0.3414005847625765,0.3414048622439679,0.3414061322843637,0.3414089073136104,0.3414127305716935,0.3414103187986259,0.3413703923534527,0.3413803277522572,0.341251518501518,0.3412094656196441,0.3408267557733809,0.3401434266715927,0.3392061822582558
0.0326348833994422,0.0317296073083609,0.0317301710352879,0.0317295394270567,0.031729059713646,0.031728797347229,0.0317297982905184,0.0317297655388931,0.0317292365552136,0.031729929033036,0.0317313941702424,0.0317339411277178,0.0317354808512877,0.0317405493872515,0.0317441858514935,0.0317469513169436,0.0317504108717162,0.0317528121453151,0.031755619996574,0.0317626762379174,0.0317928397099184,0.0317876349742402,0.0317910450008445,0.0317184993848278,0.0317192315954149,0.0316337799490897,0.0315496868710978
