I_ref,I_no_tumor,40um,50um,60um,70um,80um,90um,100um,110um,120um,130um,140um,150um,160um,170um,180um,190um,200um,300um,400um,500um,600um,700um,800um,900um,1000um
0.1386751746297834,0.1348283914659276,0.1348167729467862,0.1348132003588714,0.1348107721663465,0.1348082641893932,0.1348024583334583,0.1347964181557837,0.1347884270487021,0.1347826589408794,0.1347791771914021,0.1347767561254591,0.1347734842318615,0.1347729563757693,0.1347737880377016,0.1347734824418489,0.134769551526782,0.1347640927873286,0.1347629359646691,0.1347515001619534,0.1347330961799851,0.1347162940411018,0.1347106911252718,0.1347320288962684,0.1346997104462505,0.1347892676585715,0.1350276325689993
0.8405680585838583,0.8172511017854382,0.817266097967927,0.817267104171107,0.8172679283977764,0.817269754922258,0.8172725272849223,0.8172765679693942,0.8172893478307397,0.8172969321065995,0.8173037730130431,0.8173152868184366,0.817322910301154,0.8173274177513359,0.8173341496607214,0.8173423774268064,0.8173546461138826,0.81736168805144,0.8173684982897892,0.8175147101988425,0.8174933286405749,0.8174110124675664,0.8173574274269074,0.8173616155798393,0.8172605688073772,0.8164257319595829,0.8152161871307017
1.1076232071575285,1.0768982679852457,1.0768922730352783,1.076891212742353,1.0768908302225664,1.076887275831589,1.0768877548272229,1.0768885336083165,1.0768784569447234,1.0768745656530596,1.076871090979883,1.0768595513034578,1.0768534761426836,1.0768528201835288,1.076846078821984,1.076838302649798,1.0768366172256274,1.0768382890269017,1.0768344219507036,1.0766769317945413,1.076698816708405,1.076983528080386,1.0771204728373391,1.077227505052716,1.077325909104381,1.0786570345014377,1.0806962393236461
0.3691434731946726,0.3589036094157694,0.3589038042552553,0.3589070715743059,0.3589092884938306,0.3589147028749213,0.358918226062409,0.3589202990566087,0.3589270720338916,0.3589305373468789,0.3589320474140102,0.3589357550249195,0.3589382986584655,0.3589347778244939,0.3589339741172433,0.3589329671674883,0.3589247347711496,0.3589203344534817,0.3589175597146287,0.3589480727833936,0.3589462372216477,0.3587629875534274,0.3586852737114617,0.3585727691822861,0.358504486376963,0.3579698555501489,0.35704192546661645
0.0128343434018504,0.012478324840855,0.012480613936074,0.0124812111417532,0.0124811626486133,0.0124801489529344,0.012478864064929,0.0124775893849048,0.0124766387906271,0.0124761012118088,0.012473886651194,0.0124719183891105,0.012471969268974,0.0124716968088374,0.0124719752809066,0.0124732610410913,0.0124746066610127,0.0124746431987212,0.0124774691074234,0.0124735433216561,0.0124914880030912,0.0124934767265693,0.0124939877378427,0.012479293774257,0.0125933642731318,0.0126689908136543,0.012830191015675042
0.0821734189290356,0.0798939675038276,0.0798951542045952,0.0798959940700818,0.0798966157175347,0.0798974312197732,0.079899980227005,0.0799048504233352,0.0799111813439152,0.0799175683522501,0.0799229080161746,0.0799306443251086,0.0799367345231547,0.0799441331413748,0.0799468755897739,0.0799513153210202,0.0799540375623145,0.0799588371588728,0.0799586413404642,0.0800049897753017,0.0800268579005421,0.0800707389324594,0.0799853658640518,0.0798928692887565,0.0800075845980004,0.0800575396290387,0.07971222771677555
0.9846405641074496,0.9573271047622612,0.9573252368383862,0.9573235915741708,0.957323247852648,0.957322986811703,0.957313592476639,0.957305423144321,0.9572977574975704,0.9572865955109136,0.957281298373132,0.9572802875270492,0.9572760339804364,0.9572713658785866,0.9572770443092048,0.9572816472200876,0.9572859714362976,0.9572892524009576,0.9572944842317588,0.9572566839729352,0.9571697142509172,0.9570565069026696,0.9570335495764504,0.9570871647249456,0.9565398112454968,0.954964132280716,0.9538206900470463
0.9733858289262944,0.9463845705637982,0.9463867521085024,0.946386730605734,0.9463871893188092,0.9463856109258968,0.9463971838394918,0.9464045867840584,0.9464077577478432,0.9464166681593512,0.9464223129460726,0.9464191303318016,0.9464192824440264,0.9464219227579622,0.9464159435721068,0.9464079268646104,0.9464110377463492,0.9464131097195438,0.946413113206108,0.946512393092566,0.946658855643603,0.9469834597626644,0.9471354748553702,0.9472393024503252,0.9472133915782912,0.9486724609027156,0.950819056662761
0.4285731445339407,0.4166847300337505,0.4166855089364328,0.416687197621423,0.4166884404729817,0.4166916572514245,0.416688591365699,0.4166879333537749,0.4166887390427914,0.4166846292886961,0.4166810602406109,0.4166804663724843,0.4166781614655753,0.4166747747181885,0.4166723584505687,0.4166716630486058,0.4166654989160194,0.4166570805088673,0.4166507338793611,0.4165598456112921,0.4164732449531095,0.4162249215267831,0.4161417307472387,0.4160862027006813,0.4164936548233434,0.4165733134294153,0.4158200302900689
0.018994326544461,0.0184674329908493,0.0184657218299602,0.0184641183205844,0.0184622299132607,0.0184605924492831,0.0184581078235375,0.0184551624722511,0.0184529236427691,0.0184511756156351,0.0184503783835029,0.0184484866612108,0.0184465705906263,0.0184452647240527,0.0184456179578794,0.0184439744510254,0.0184416930165197,0.0184418542667412,0.0184395500036426,0.0184310589887603,0.0184180488296799,0.0184106039134913,0.018449733268541,0.0184465529039946,0.0184790617254845,0.0185349307866337,0.01872539277805655
0.0959941605467247,0.0933313283447712,0.093330371610464,0.0933297696467424,0.0933290585781949,0.0933299329400116,0.0933307153050727,0.0933297593631739,0.0933288939576718,0.0933300091918541,0.0933324005360654,0.0933345671694115,0.0933335155092966,0.0933314601775563,0.0933286238025924,0.0933268143338581,0.0933185077538535,0.093318052730564,0.0933209082777046,0.0932964497752964,0.0932784762590806,0.0932627599160719,0.0931529064093358,0.0930375527757732,0.0931489525399936,0.0931496276169417,0.09307122997007804
0.9892656763747872,0.9618239186224176,0.9618243819737268,0.9618268214170111,0.9618289604876104,0.9618306417956936,0.9618293966705284,0.9618308612151236,0.9618310106131084,0.9618285848697298,0.961822558700118,0.9618192863224816,0.9618194898000152,0.9618152109076352,0.9618157961256192,0.9618160636167068,0.961817544077678,0.9618100633028356,0.9618001740945497,0.9617389003419606,0.9617220273325182,0.9618841081774676,0.9619821229387804,0.9621339082296134,0.9616443083364796,0.9605334224135728,0.9596264049005847
0.9964802815739252,0.96883839411645,0.9688401210986638,0.968843668542954,0.96884742054915,0.9688472709169558,0.9688542661558552,0.9688584634230534,0.9688570442341824,0.9688574376777326,0.9688604223492444,0.9688543738802118,0.968851840448222,0.968854116847893,0.9688465580654732,0.968841273208978,0.9688419132594552,0.9688436056460756,0.9688435618604276,0.9689344139989212,0.9689433950502406,0.9686618063019644,0.9685350632862896,0.9684461361662592,0.9683209162113746,0.968855399077192,0.9704974163568741
0.4003311016921358,0.3892261079823448,0.3892246412243993,0.3892203435292771,0.3892156593392653,0.389213186235501,0.3892068538396668,0.3892004434919092,0.3891998872363084,0.3892006890795648,0.3891982400980623,0.3892022693697927,0.3892041591556098,0.3892049357367673,0.3892124478683664,0.389217234005313,0.3892213149441538,0.3892264231041622,0.3892361089783702,0.3892172737231427,0.3892418717195962,0.3893701547153889,0.389465998325787,0.3895355624908809,0.3900744568983252,0.3905757185909801,0.3897358589184238
0.0155070097009809,0.0150768526523467,0.0150761318414036,0.0150757496727326,0.0150751421750274,0.0150744438599654,0.0150747038614799,0.0150762280570644,0.0150785042179944,0.0150791263492949,0.0150814715430774,0.0150839245046573,0.0150870231432321,0.0150898011353969,0.0150907781922382,0.0150931973457624,0.0150942520385195,0.0150949310100099,0.015094179748114,0.0151045714973211,0.0151217555804161,0.0151250819447353,0.0151624557369548,0.0151323721673259,0.0150744886376635,0.0151718433797514,0.015152948309922818
0.0994213740520026,0.0966634725829661,0.0966579330938406,0.0966562131743319,0.0966526357002816,0.0966472877147109,0.0966400467850951,0.0966363179192854,0.0966308334913249,0.0966248486594773,0.0966168949501866,0.0966088022842815,0.0966040128602608,0.096598337918351,0.0965931941970664,0.0965916073733494,0.0965944901108147,0.096591438743908,0.0965875837780506,0.0965553449032091,0.0965325745361944,0.0965547312077208,0.0966176548755608,0.0966137086130329,0.0966303693926375,0.0965965010161163,0.09660567502169196
0.9801966739350114,0.9530064859823836,0.953011173759328,0.9530126485435088,0.95301787944532,0.9530265220430728,0.9530340600908336,0.9530410269905204,0.9530505311660136,0.953057087309466,0.9530657616869164,0.95307726104387,0.9530814021285388,0.953082634769681,0.9530883264959684,0.9530873026918328,0.953077826930348,0.9530734037662196,0.9530720309923818,0.9531082351067156,0.95316760038335,0.953263562404068,0.9533098172783008,0.9534975303093454,0.9533282445683656,0.9530287654948492,0.9530557730875034
0.9906585704313255,0.963178174462474,0.9631789290734304,0.96318109130931,0.9631794364313312,0.9631759977199884,0.9631740361941974,0.9631695298494096,0.9631610707793684,0.9631569333626993,0.963153363565032,0.963144825195948,0.9631400922388776,0.9631425235844016,0.963138218661777,0.96313497070185,0.96314157618998,0.96314798368977,0.9631503901863568,0.9630721779085324,0.9629008544590478,0.9624214869851532,0.9621212713758048,0.9618354600686732,0.96160208000103,0.9611732159869262,0.9622199927712534
0.4047981416489126,0.3935692343824952,0.3935695195617338,0.3935672592992458,0.3935670174968635,0.3935679806902823,0.3935699405174789,0.3935715965213811,0.3935761356618282,0.3935801082583612,0.3935820343877271,0.3935863550411581,0.3935899036572167,0.3935882260998465,0.3935892745907649,0.3935937248219414,0.3935926041991376,0.3935926553663944,0.3935963766097481,0.3936567568755549,0.3937692776414884,0.3941207272784078,0.3942763034879005,0.3944433980650836,0.3948719781031369,0.3955310835986801,0.39444866271296547
0.0108244620891189,0.010524196676565,0.010524459333275,0.0105251181635567,0.0105251281975124,0.0105243575553521,0.0105249125116466,0.0105242501842036,0.0105236745927431,0.0105241010491295,0.0105252967672466,0.0105261111384767,0.0105280989241348,0.0105304337734042,0.0105336338520614,0.0105368026691603,0.0105378494478742,0.0105383335275246,0.0105380595065665,0.0105476873251553,0.0105344539366805,0.0105390381381446,0.0105731752258516,0.0105090331301952,0.0104771052155491,0.0105816726095418,0.010476352305583645
0.0810254109002707,0.0787778046699133,0.0787781782851822,0.0787765646502707,0.0787766953456213,0.0787785150315823,0.0787810992098731,0.0787842494530983,0.0787848101955566,0.0787887401398785,0.0787938413189443,0.0788023915952327,0.0788092863029517,0.0788157967952678,0.0788276598495742,0.078832876271597,0.0788410270201852,0.0788486284017442,0.0788539656020129,0.0789071372424789,0.0789797346660048,0.0790803655189448,0.0793639287120732,0.0794090292972719,0.079369891325984,0.0792175416965793,0.07950953945786787
0.9816685086013864,0.9544374926574272,0.9544367019719472,0.954435713505327,0.9544357891045346,0.9544349027529928,0.9544312834936122,0.9544322135643948,0.9544398137162996,0.9544387640340192,0.9544386433354196,0.9544391827168524,0.9544374141308872,0.954436152853072,0.954432851078384,0.9544349228324082,0.9544313105515578,0.9544327318990448,0.9544397750951332,0.9544439236244712,0.9544203336382572,0.9542102887350468,0.9539390796606508,0.9539652093382754,0.9539066673757236,0.9541409065730844,0.9541220177255211
0.9939403955064638,0.9663689632760708,0.9663671179168803,0.9663710168359004,0.9663706402027914,0.9663683398732842,0.9663668800160056,0.966361557167985,0.9663517955650346,0.9663501938497552,0.9663453413438216,0.9663390330138816,0.9663364642038228,0.9663372329234776,0.9663340048738732,0.966325735664684,0.966330560075818,0.966331756318866,0.9663263612259936,0.966340937821016,0.9663932597379434,0.9665343752902786,0.9666370529106456,0.9667647801871914,0.9669060038463796,0.9667081117730304,0.9682084082657795
0.4221008941043269,0.4103920167423352,0.4103983191388301,0.4103982245399149,0.4104009469815506,0.41040557730391,0.4104082622613301,0.4104112474978336,0.4104146825901649,0.4104139635475538,0.4104160073619494,0.4104143570695081,0.4104107183604598,0.4104076323803826,0.4104042885878802,0.4104034585974109,0.4103947222716843,0.4103862149317639,0.4103783900434312,0.4103187157556358,0.4102442887544461,0.4102172382894605,0.410112415253977,0.4099873842845231,0.4098868112275182,0.4098303116084067,0.40809045393641524
0.0133357944458443,0.012965865872203,0.0129619086394878,0.0129595831719361,0.0129573675368277,0.0129547074192009,0.0129529347048557,0.0129516358414778,0.0129503737757694,0.0129481089022463,0.0129460871787869,0.0129463902725174,0.0129456941888026,0.0129433080849827,0.0129411452621617,0.0129401049047642,0.0129410925396478,0.0129416583158072,0.0129407164090882,0.0129311598172376,0.0129132586508018,0.0129192509139155,0.0129169977429848,0.01285234169786,0.0128838811535352,0.0131209462273782,0.013161003434698691
0.0927546855942659,0.0901817148814654,0.0901809119553609,0.0901820481148357,0.0901812420503697,0.090178675944212,0.090177741433726,0.0901776513964573,0.0901799694600335,0.0901821902661354,0.0901807322198116,0.0901824280978211,0.0901869607460176,0.0901894850430874,0.0901917511048622,0.0901923505939205,0.0901923909498275,0.0901856389610295,0.0901801163002971,0.0901665600272014,0.0901618065668289,0.0901358187749538,0.0902547310304762,0.0901372409044485,0.0901349577393605,0.0897770592927906,0.08981535786809645
0.9826290066875536,0.9553713469850246,0.9553726581887356,0.9553693356636666,0.955366471970222,0.95536436076192,0.95536272446315,0.9553601639142884,0.9553588395834076,0.9553571160401833,0.9553594042513764,0.9553624721834086,0.9553623061596804,0.9553640007390544,0.955369221127142,0.9553750703148028,0.9553762673635876,0.9553839900107132,0.9553920027811792,0.955372569998863,0.9553189450302076,0.9552392159286666,0.9549089018897502,0.95491714857556,0.9549527271987418,0.955538475490638,0.9558777915728868
1.0005581830446482,0.9728031765465096,0.9728019945083304,0.9728053985055388,0.972809351924804,0.972814210558568,0.9728202823048316,0.9728258826813728,0.9728294201323194,0.972834808949696,0.972835339089974,0.9728274193521248,0.9728229138440604,0.972819127288107,0.9728050432035986,0.9727926451215329,0.9727869723415232,0.9727824464484862,0.9727753111792732,0.9728189126753714,0.9730445382940804,0.9734096779555316,0.9737746877411314,0.9740220104464437,0.974193296157466,0.9743129298967405,0.9765646451143404
0.4090446828722984,0.3976979785790211,0.3976992954629373,0.3976987795147646,0.3976984472254042,0.3976977421010766,0.3976955771687987,0.3976911749863834,0.3976846266860342,0.3976784292136306,0.3976745825457214,0.3976757348771418,0.3976759791631564,0.3976744469814583,0.3976803925991639,0.3976878761427037,0.3976905978431962,0.3976918860503147,0.3976968147051865,0.3976801129196618,0.3975225657839387,0.3972551116832956,0.3971066881967106,0.3969844426715213,0.3967634533182924,0.3961870205199691,0.3934195642322378
0.0112871040378408,0.0109740051584112,0.0109732999223919,0.0109728147816346,0.0109730781838419,0.0109732594620486,0.0109727570418657,0.0109739111379436,0.0109752681864647,0.0109772021504444,0.0109793337158605,0.0109802495051258,0.010980737770942,0.0109821430850745,0.0109828596489488,0.0109825088097546,0.0109836379087839,0.0109834547961671,0.010984363310057,0.0109998435265212,0.010998720443468,0.0110176880294713,0.0110139736632551,0.0109940827375064,0.011007922499896,0.0112736086827638,0.011278993592616481
0.0958775456379241,0.0932179482778763,0.0932181437134716,0.0932143158652223,0.0932104810550866,0.0932053644232871,0.0932029609582801,0.0931978951090005,0.0931913097708619,0.0931830393250374,0.0931797258076986,0.093172554510625,0.0931627076550741,0.0931557687177744,0.0931487347621593,0.0931396380341323,0.0931310802137368,0.0931290958726036,0.093122379282321,0.0930699908504393,0.0930389225317034,0.0929858186349375,0.0929059612989421,0.0928401010081185,0.0928363663330141,0.0926261069049947,0.09300402168480726
0.9894362079864852,0.9619897197685824,0.9619912230218188,0.961994689049966,0.9619976336532868,0.9620008788452364,0.9620005472892996,0.9620034254194434,0.9620091838716636,0.9620127404056266,0.9620108117869178,0.9620168755756542,0.9620209222501246,0.9620184787213486,0.9620206783815944,0.9620184090900722,0.9620103596312196,0.9619989536457274,0.961988878406066,0.9619430093207554,0.9619122766247712,0.9620295213786402,0.9620971374886196,0.9621878078095976,0.9627821909617292,0.9635698722853566,0.9638352896214287
1.001478049075713,0.9736975259328232,0.9736963119176216,0.9736979142051988,0.9736995668690714,0.9737056614355956,0.9737124219048195,0.9737139349309172,0.9737196394942228,0.973723871240739,0.9737264601746074,0.973723952106774,0.9737268367136456,0.9737348483292054,0.9737327015716204,0.9737346512206522,0.973746441051018,0.9737572308293252,0.9737698387298632,0.973736574294083,0.9738789825880266,0.97387562542163,0.973878593484895,0.9737994344589496,0.9732633152497162,0.9728265198311012,0.9757319180370638
0.3942510976939409,0.383314760393609,0.38331568297136,0.3833154151597615,0.3833143662420136,0.383310576574756,0.3833066769531866,0.3833068766726653,0.3833012863323486,0.3832999384852497,0.3833006053435694,0.3833021722035475,0.3833035525310159,0.3833027626804483,0.3833092959445794,0.3833189594280624,0.3833224860776135,0.3833250738050472,0.3833284929864378,0.383438733637455,0.38335096015921,0.3832656508238904,0.3832546497566697,0.383278724399178,0.3832125428281993,0.3828006642343503,0.37934620936604696
0.0096862831744785,0.0094175903018344,0.0094161295856882,0.0094155185555407,0.0094154111226608,0.0094150208945686,0.0094149039956402,0.0094149546611027,0.0094157571778045,0.0094179492172127,0.0094191417771786,0.0094209738402486,0.0094234876094542,0.0094253106101647,0.0094251327879267,0.009425582194298,0.0094253361229992,0.0094253641114522,0.0094269213807488,0.0094523188895421,0.0094423302614441,0.0094538809297033,0.0094623826040254,0.0094774773225314,0.0095012777434536,0.0097243773522601,0.009514406147396275
0.0888318059845247,0.0863676540799692,0.0863669562753254,0.0863672045927858,0.0863686377745356,0.086368072858294,0.0863679732671397,0.0863674164943082,0.086369394034926,0.0863696870604898,0.0863713541294352,0.0863723587322948,0.0863771810602102,0.0863814717143641,0.0863864610661554,0.0863955478148219,0.0864023273391933,0.0864090690025285,0.0864169633533239,0.0864463940341613,0.0865159344553646,0.0865158282095606,0.0863036903845764,0.086295290647191,0.0864601146649906,0.0862972857179334,0.08628157281665061
1.0039272199454177,0.9760787579714308,0.9760790346173294,0.9760815442630316,0.9760833142791268,0.9760857336376358,0.9760884447037724,0.9760921045666328,0.976091089627406,0.9760867607346896,0.9760837726035568,0.9760826504661462,0.9760709063272652,0.976060261087873,0.976053520711358,0.9760378411346564,0.9760238843146118,0.9760173178397727,0.9760125058676172,0.9759993324447888,0.9759845344438322,0.9760771329780314,0.976494456300931,0.976724391137315,0.9777420457172252,0.978619782189244,0.9794907020162156
1.0095734007122694,0.981568316378444,0.981570355496647,0.981566337391832,0.9815615464048184,0.9815610695734392,0.9815574819629146,0.981552206656058,0.9815511581657732,0.9815519419650266,0.9815489815379403,0.9815462520425846,0.9815534532811108,0.9815610822631478,0.9815662829377728,0.981569145642356,0.9815843508227664,0.9815930927711568,0.9815964619679636,0.9816256053506556,0.9816496288992524,0.9814118417141704,0.9810540865688436,0.9806706189126234,0.9794866691348568,0.9785015143819006,0.9821041392677688
