40um,50um,60um,70um,80um,90um,100um,110um,120um,130um,140um,150um,160um,170um,180um,190um,200um,I_no_tumor,I_ref
0.916405308789535,0.9163971479943962,0.9163091685669522,0.9162593191033498,0.9162279012421902,0.9162616133462218,0.9162485388156596,0.9161742200193704,0.9160776388091256,0.9162179863846716,0.9164640414851674,0.916426830360113,0.916424744359838,0.9165458507471904,0.9168858737322269,0.9170497856249652,0.9171837989997036,0.9163924105294712,0.9250260000596353
0.8873134046403398,0.8873101684752034,0.8873251304941918,0.8873109615661154,0.8872938534820131,0.8872472218920371,0.8872614114635866,0.8873886012432989,0.8874876059051826,0.8874556973867591,0.8872725037912848,0.8873020054053058,0.8872968907260457,0.8872952172314728,0.8870623823635145,0.8869661848725557,0.8869884090292982,0.8873459239714966,0.8957058584174633
0.2102205643597751,0.210240637932939,0.2102627056757545,0.2102943482524816,0.2103086556967158,0.2103155087533147,0.2103168178154561,0.2102476461474108,0.2102467484695677,0.210253125884735,0.2102883620363783,0.2103332284806004,0.2103829609829039,0.2103599707534645,0.2104153667861635,0.2106057042688025,0.210795578908206,0.21023420748141,0.21221488282498438
0.0386981189789446,0.0387022441344421,0.0387175952539245,0.0387035366268733,0.0386789221866948,0.0386646229047374,0.0386022951752751,0.038553385867974,0.0385067577770784,0.0384213175816629,0.0384201688537371,0.0384227901765203,0.0383999084326035,0.0384415502903899,0.0384808292856195,0.0384713052097913,0.0383680138406228,0.0386587896675633,0.03902300495119027
0.3017408827484619,0.3017483106074038,0.3017665033439301,0.3018296866817151,0.3018309022118847,0.3019199707729948,0.3020236880073285,0.3020599991148504,0.3020721936472167,0.3020513435179027,0.3019448448989505,0.3019815717398327,0.3019468879244049,0.3017226081754922,0.3014588769135313,0.3011000149911931,0.300456675154455,0.3017574668244688,0.30460040842490493
1.0651122085218845,1.0650936974464864,1.0651003534503072,1.065019865617266,1.0650304913826385,1.0649255384696974,1.0648416553961748,1.0648344867541917,1.064917221057998,1.0649872720426703,1.0650060584548366,1.0650925851611104,1.065117986861295,1.0653961487551151,1.0655681219465802,1.0658452635910358,1.0667781854701648,1.0651484032477,1.0751834646435694
1.1114275224037886,1.1114012903859778,1.111321620563197,1.111334732426798,1.1113512309128384,1.1114048850558995,1.111437679453257,1.1114669598990676,1.111511131063703,1.1115215010097392,1.1115840688569991,1.1113765637600674,1.1113250987308854,1.1110996250040752,1.1110620605017263,1.1110081628384985,1.1103607398840944,1.1114211712290634,1.1218921813304954
0.231039166539504,0.2310704796339068,0.2311101259398948,0.2311246992638947,0.2311208692960119,0.2310928111769555,0.231086854860807,0.2310878658380297,0.2309769828616233,0.2310061870950399,0.2310539299645119,0.2311273376432336,0.2312283578309825,0.2313448024415407,0.2313799784078781,0.2315946942019797,0.2320390828970024,0.2310263547749851,0.23320291876095114
0.0054638958810137,0.0054776419958495,0.0054809569988002,0.0054769512588829,0.005474055672893,0.0054471738212196,0.0054175912737301,0.0053885975273782,0.0053447142233681,0.0053206662479759,0.0053076635758788,0.0053075527656917,0.0053300292828965,0.0053571695221462,0.0053879312940257,0.0053549353508203,0.005315992250587,0.005426053929116,0.0054771743027177185
0.185084135732395,0.1850669971214,0.185079281661462,0.1850573555613396,0.185131794616826,0.1851976932042648,0.1852663719424931,0.1853036665881881,0.1852912166227954,0.1852199715682952,0.1852476852147427,0.1852392067729268,0.1851550926523178,0.1849306911437183,0.1846701201316238,0.1840688921848542,0.1839304705422873,0.1850802984415021,0.18682399176381104
0.7531127037568253,0.7531549426999291,0.7531779539867175,0.7532392280208505,0.7531012808351326,0.7530106203747099,0.7528952601263919,0.7529456907381332,0.7531003714322537,0.7531283370840447,0.7530618297472546,0.7530816702184644,0.7532908939604716,0.75336976622242,0.7535089277639802,0.7542634257405141,0.7544055495709395,0.753222462570717,0.7603187823263591
1.0997990103091957,1.0996893989971768,1.099622849498694,1.0995638298324666,1.099649079279727,1.0997550517561907,1.099806721700804,1.0997763143744326,1.099734536579237,1.099819775045964,1.099771198829404,1.0996956565667748,1.0993248691277957,1.0992019814418996,1.0991588233455791,1.0986553469160163,1.0982957398001354,1.0997683144740542,1.1101295397486821
0.3402904825490445,0.3403443446931208,0.3403941982667411,0.3404117392248031,0.3403658528692612,0.3403421082185922,0.3403471121601121,0.3402731017042253,0.3402686737065531,0.3402073563253016,0.3402341479372819,0.3403581245004725,0.3405380441997567,0.3406749934069989,0.3409534233781233,0.3412662646462767,0.3416099324281876,0.3402509392912819,0.34345653867568915
0.0315699286775851,0.0315916480266907,0.0315980099822181,0.0315979105929909,0.0316051055344853,0.0315931979321273,0.0315674290372065,0.0315485307961067,0.0315295746903803,0.0314979115882216,0.0315143404607941,0.0315486048046931,0.0315594313266008,0.0316600746532169,0.0316782165063078,0.0316754624825935,0.0315322948593339,0.0315282951394026,0.03182533203723064
