I_ref,I_no_tumor,40um,50um,60um,70um,80um,90um,100um,110um,120um,130um,140um,150um,160um,170um,180um,190um,200um
0.9250260000596352,0.9116601361857724,0.9116598934967268,0.9116597531169056,0.9116597100862748,0.9116595548278928,0.9116594353358672,0.911659148941235,0.9116588007313122,0.911658311925368,0.9116578115826226,0.9116573274554256,0.9116567425479378,0.9116560033401784,0.9116553862763928,0.9116548865207628,0.9116535018345864,0.911652435294836,0.911651654520404
0.8957058584174633,0.8827636464430619,0.8827635382969835,0.8827634669838603,0.8827632882392706,0.8827630827594705,0.8827628537795893,0.8827626463033121,0.8827624002924823,0.8827622023736512,0.8827618423261027,0.8827615043990608,0.8827612276569393,0.8827609987983126,0.8827604479937218,0.8827596063902682,0.8827593504759993,0.8827590881356201,0.882758547218303
0.2122148828249844,0.2091485525427446,0.20914831941543,0.2091482276283249,0.2091481219266646,0.2091479876741168,0.2091477461617107,0.2091475701948371,0.2091473493136042,0.2091470508285036,0.2091466244397106,0.2091461366004384,0.2091455957856598,0.2091451125056932,0.2091444927010796,0.2091438823834046,0.2091429215123935,0.2091413793451953,0.2091396666733317
0.0390230049511903,0.0384591546679651,0.0384589344819509,0.0384588295848714,0.03845871175161,0.038458576038484,0.03845844604804,0.0384582918787142,0.0384581211561738,0.0384580065600694,0.0384578724357608,0.038457738455397,0.0384576364786296,0.0384575255161379,0.0384573727240156,0.0384570825264434,0.0384568361623495,0.038456630720869,0.03845630892001097
0.304600408424905,0.3001991833840169,0.3001991512304325,0.3001990259457202,0.3001989444884785,0.3001988395063107,0.3001986831826618,0.300198515078449,0.3001983852711908,0.3001982665519163,0.3001980860336929,0.3001978499817702,0.3001972351117667,0.3001967551285088,0.3001962412273518,0.3001958484676013,0.3001952070779794,0.3001944493345647,0.3001930131336967
1.0751834646435694,1.0596479490721635,1.05964770173135,1.0596477257061976,1.0596475875795677,1.0596474064962358,1.0596471315011768,1.0596469432152062,1.0596466110885905,1.059646234961773,1.059645700341891,1.059645189648657,1.0596447457155862,1.0596443162356224,1.059643653404846,1.0596426273062134,1.0596420804701998,1.0596411392424685,1.059640862556377
1.1218921813304956,1.1056817632710412,1.105681639120077,1.1056814662838803,1.1056812843575623,1.1056811427695363,1.1056810516748654,1.1056808028696434,1.1056805245557493,1.1056801384989854,1.1056799376527686,1.1056796725167644,1.1056794628001982,1.1056790299039867,1.1056785204010249,1.1056781025249949,1.1056774909211988,1.1056772346897858,1.105676755867035
0.2332029187609512,0.2298333286446151,0.2298330881370921,0.2298329741071005,0.2298328709219217,0.229832716916433,0.2298325259967141,0.2298322744123936,0.2298320562539677,0.2298317757046382,0.2298313522885177,0.229830861616785,0.2298303273941479,0.2298296054873686,0.2298290397063504,0.2298283543961378,0.2298271814232581,0.2298258563556622,0.229824052378782
0.0054771743027177,0.0053980336449009,0.0053978899207103,0.0053978157213024,0.0053977348728068,0.0053976402296362,0.0053975291318217,0.0053974256445843,0.0053973180168093,0.0053971999149978,0.0053971074917136,0.0053970157525726,0.0053969109638212,0.0053968212221434,0.0053966821258552,0.0053964909289546,0.0053962667316523,0.0053960369926955,0.005395799836510017
0.186823991763811,0.1841245389461364,0.1841244924467556,0.1841244154579055,0.1841243164233064,0.1841241692815954,0.1841239700812379,0.1841237599447167,0.1841235623326526,0.1841234252059798,0.1841231625703542,0.1841226507547306,0.1841222467613644,0.1841217035234096,0.1841212442135,0.1841207187235672,0.1841199815600301,0.1841186814495124,0.1841171004770402
