I_ref,I_no_tumor,40um,50um,60um,70um,80um,90um,100um,110um,120um,130um,140um,150um,160um,170um,180um,190um,200um
0.9250260000596352,0.9116601361858302,0.9116821909286508,0.9116632030721606,0.9114912673616156,0.9113941526079464,0.9113386337660828,0.9114098173018712,0.911385175765159,0.9112300780646314,0.9110280397502692,0.9112980637635588,0.9117663418139996,0.9116598315438068,0.9116235164993052,0.9118505770978714,0.912447303832679,0.912667097328312,0.9128398876160755
0.8957058584174633,0.8827636464431184,0.8827024503084414,0.8826994775913631,0.8827302386429544,0.8827031266349701,0.8826687053310829,0.8825774680299113,0.8826087018395681,0.8828700326547166,0.883069014278614,0.8830106090558475,0.8826623818975692,0.882753133450691,0.8827747911617605,0.882774949507581,0.8823603705346748,0.8822536761879559,0.8824033845729575
0.2122148828249844,0.2091485525427582,0.2091190482329987,0.2091582806452363,0.2092011744605263,0.2092632204652246,0.2092884849970094,0.2092997589076036,0.2093016014343315,0.2091652959003018,0.2091567753453441,0.2091579639634071,0.2092103035231142,0.2092799224706412,0.2093578942820736,0.2092901266435513,0.2093634923218708,0.20967579378286,0.20992825534524467
0.0390230049511903,0.0384591546679684,0.0385366358189358,0.0385436932895798,0.0385738225393027,0.0385458056549288,0.0384929705614393,0.0384642051123821,0.0383375527519027,0.038229743410199,0.0381318207669028,0.0379528110538623,0.0379332697330312,0.0379274221877362,0.0378754179883585,0.0379505160943182,0.0380211519899657,0.0380173351428556,0.03779941050216685
0.304600408424905,0.3001991833840366,0.3001707902442435,0.3001850733553752,0.3002206863420963,0.3003462322194313,0.3003496324109036,0.3005238810633691,0.3007315752857867,0.3008179703967223,0.300858568369837,0.3008462180899692,0.300656778608507,0.3007558697342311,0.3007188156853785,0.3003172438103452,0.2998417272297354,0.2991958309184914,0.29798007166533286
1.0751834646435694,1.0596479490722304,1.0595706013644743,1.059537332166732,1.0595530777163855,1.059394046880254,1.059412010822764,1.059204281623484,1.0590382169808663,1.059024197163683,1.0591765105684878,1.059297382320621,1.0593246436733583,1.0594827216332436,1.0595183356588704,1.0600201845271655,1.0603180872491167,1.0607956945299362,1.0626051609852407
1.1218921813304956,1.1056817632711116,1.1056977015114118,1.10564482084355,1.1054853584366862,1.105512562070421,1.1055527876568718,1.105666296600488,1.1057361573986746,1.1057914125993185,1.1058879124084466,1.1059233956070973,1.1060771208654812,1.105696454888858,1.1056251212232129,1.1052385370795703,1.1052204967557324,1.10521093328353,1.1040733622266683
0.2332029187609512,0.2298333286446297,0.2298555025009108,0.2299152309418098,0.2299928680898095,0.2300176938235631,0.2300052863770212,0.2299442699835268,0.2299253349793518,0.2299221208511875,0.2296941711360451,0.2297343571341199,0.2298045339689813,0.2299160467626934,0.2300742833258685,0.2302575313697267,0.2302602772927471,0.2305790352387887,0.2313034760204351
0.0054771743027177,0.0053980336449013,0.005474062000743,0.0055032272604881,0.005511559543094,0.0055057204203276,0.0055043117375627,0.0054533263366505,0.0053945296473901,0.005338037263217,0.005247107538661,0.0051894936693769,0.0051526002733482,0.0051438574356375,0.0051832261614181,0.0052341242245812,0.0053058378391753,0.005236214174795,0.005170855901606839
0.186823991763811,0.1841245389461483,0.1841355480969896,0.1841013427705412,0.1841252048605111,0.1840807678755142,0.1842245637108051,0.1843493661224941,0.1844886918186701,0.1845700413542371,0.1845599054710471,0.1844359930564564,0.1845150747969798,0.1845136405794079,0.1843766933443388,0.1839682195755135,0.1834889200082315,0.1823331504002479,0.18207927066459104
